"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensg","gene","desc"
"ENSMUSG00000000001",237.374652111195,-0.7083348277709,0.259297129437197,-2.73174959286413,0.006299900250307,0.0192803078895779,"ENSMUSG00000000001","Gnai3","guanine nucleotide binding protein (G protein), alpha inhibiting 3 [Source:MGI Symbol;Acc:MGI:95773]"
"ENSMUSG00000000028",48.7487639355,0.256459551120652,0.405326714130241,0.632723040895462,0.526914520782818,0.644333591618406,"ENSMUSG00000000028","Cdc45","cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]"
"ENSMUSG00000000037",68.8182171749939,0.80836351523749,0.337075499725255,2.39816752002556,0.0164773276056614,0.0426952487004105,"ENSMUSG00000000037","Scml2","Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042]"
"ENSMUSG00000000056",275.146640277897,-1.02624451891042,0.231501998814316,-4.43298340475043,9.29380221080336e-06,7.22224721315778e-05,"ENSMUSG00000000056","Narf","nuclear prelamin A recognition factor [Source:MGI Symbol;Acc:MGI:1914858]"
"ENSMUSG00000000058",29.3031659925276,-0.717614606057158,0.632902338472359,-1.13384729749817,0.256858607282394,0.381021902585858,"ENSMUSG00000000058","Cav2","caveolin 2 [Source:MGI Symbol;Acc:MGI:107571]"
"ENSMUSG00000000078",253.021637372355,0.550330224858765,0.220784635240545,2.4926110653451,0.0126807664485564,0.0343415290854982,"ENSMUSG00000000078","Klf6","Kruppel-like factor 6 [Source:MGI Symbol;Acc:MGI:1346318]"
"ENSMUSG00000000085",337.346513177204,0.677992263082683,0.325186918179553,2.08493092796657,0.0370755707949958,0.0830458478359849,"ENSMUSG00000000085","Scmh1","sex comb on midleg homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]"
"ENSMUSG00000000088",308.641244794371,-0.831335135501758,0.197386110356989,-4.21172054101589,2.53432957160924e-05,0.000174119728057526,"ENSMUSG00000000088","Cox5a","cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]"
"ENSMUSG00000000093",8.20998712984411,1.98456967467244,0.925963849267571,2.14324746721183,0.0320932326206099,0.0737470761776236,"ENSMUSG00000000093","Tbx2","T-box 2 [Source:MGI Symbol;Acc:MGI:98494]"
"ENSMUSG00000000120",12.7564032256547,-0.27616111880485,0.589830608514096,-0.468204116264085,0.639638628828224,0.739910794495495,"ENSMUSG00000000120","Ngfr","nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]"
"ENSMUSG00000000126",15.0126646891858,0.408371906225238,0.63799721467398,0.640084152144642,0.522117891485683,0.640313685167988,"ENSMUSG00000000126","Wnt9a","wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]"
"ENSMUSG00000000127",497.856939213767,-1.21821709981266,0.290075612088747,-4.19965363872077,2.67323589370238e-05,0.000182279510260691,"ENSMUSG00000000127","Fer","fer (fms/fps related) protein kinase [Source:MGI Symbol;Acc:MGI:105917]"
"ENSMUSG00000000131",839.257608113938,0.173624795145868,0.216842751833256,0.800694483343298,0.42330853703849,0.550410564010588,"ENSMUSG00000000131","Xpo6","exportin 6 [Source:MGI Symbol;Acc:MGI:2429950]"
"ENSMUSG00000000134",112.118899318176,-0.196160065398084,0.357564642025122,-0.548600287453205,0.583279788532985,0.694310075328698,"ENSMUSG00000000134","Tfe3","transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"
"ENSMUSG00000000142",116.970762683314,0.743289027132026,0.279451622999739,2.65981288336522,0.00781840738671276,0.0230044860602541,"ENSMUSG00000000142","Axin2","axin 2 [Source:MGI Symbol;Acc:MGI:1270862]"
"ENSMUSG00000000148",36.6305615257071,0.665269644327767,0.484439538326888,1.37327693487904,0.169666270202049,0.276218885269578,"ENSMUSG00000000148","Brat1","BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679]"
"ENSMUSG00000000149",76.5783666202409,0.179811746774683,0.439969429973459,0.40869145564393,0.682766104959982,0.773219776741871,"ENSMUSG00000000149","Gna12","guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]"
"ENSMUSG00000000167",42.7416196781306,1.12340566199498,0.466469979440812,2.40831288509002,0.0160264393093859,0.0416890094010773,"ENSMUSG00000000167","Pih1d2","PIH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1919864]"
"ENSMUSG00000000168",330.570578416593,-0.856718685233284,0.194747571184859,-4.39912385053607,1.0868878829719e-05,8.26269183575895e-05,"ENSMUSG00000000168","Dlat","dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex) [Source:MGI Symbol;Acc:MGI:2385311]"
"ENSMUSG00000000171",67.6677188457482,-0.34075091681142,0.444070170930328,-0.767335748081314,0.44288191929316,0.568134265928748,"ENSMUSG00000000171","Sdhd","succinate dehydrogenase complex, subunit D, integral membrane protein [Source:MGI Symbol;Acc:MGI:1914175]"
"ENSMUSG00000000184",565.650539275218,-0.350293979784917,0.191891605194148,-1.8254783966735,0.0679288683310226,0.134275235361381,"ENSMUSG00000000184","Ccnd2","cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"
"ENSMUSG00000000194",231.573097178448,-0.314352556756631,0.248337733544891,-1.26582679268838,0.205575100553767,0.320939232419267,"ENSMUSG00000000194","Gpr107","G protein-coupled receptor 107 [Source:MGI Symbol;Acc:MGI:2139054]"
"ENSMUSG00000000197",971.128870130972,-0.252916267843047,0.197406389188668,-1.28119595765123,0.200124845627366,0.314161280902349,"ENSMUSG00000000197","Nalcn","sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]"
"ENSMUSG00000000202",12.3055838447999,-0.113901564671519,0.711736413282457,-0.160033353002436,0.872854800902397,0.913022316972241,"ENSMUSG00000000202","Btbd17","BTB (POZ) domain containing 17 [Source:MGI Symbol;Acc:MGI:1919264]"
"ENSMUSG00000000214",19.8858418796357,0.04926793591636,0.545811934051574,0.0902654061640665,0.928076309778102,0.953068379844744,"ENSMUSG00000000214","Th","tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]"
"ENSMUSG00000000223",437.572225352938,0.326285689057635,0.217004510860468,1.50358943122355,0.132687114096493,0.228802268636351,"ENSMUSG00000000223","Drp2","dystrophin related protein 2 [Source:MGI Symbol;Acc:MGI:107432]"
"ENSMUSG00000000247",103.642409388748,-0.0363073687501979,0.305306607230392,-0.118921005606667,0.905337939786388,0.936375732937681,"ENSMUSG00000000247","Lhx2","LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]"
"ENSMUSG00000000253",87.1916030377944,-0.454537170521416,0.309533495882074,-1.46845875024326,0.141979653152114,0.241513064928342,"ENSMUSG00000000253","Gmpr","guanosine monophosphate reductase [Source:MGI Symbol;Acc:MGI:1913605]"
"ENSMUSG00000000266",164.502198889594,-0.818439205896718,0.244698388710762,-3.34468571782925,0.000823758576193097,0.00350212388325748,"ENSMUSG00000000266","Mid2","midline 2 [Source:MGI Symbol;Acc:MGI:1344333]"
"ENSMUSG00000000275",47.7084151564391,-0.293005571349128,0.418093126542418,-0.700814131464562,0.483419017846126,0.604763784212956,"ENSMUSG00000000275","Trim25","tripartite motif-containing 25 [Source:MGI Symbol;Acc:MGI:102749]"
"ENSMUSG00000000276",146.421930466774,1.09497506356136,0.238743793530073,4.58640221540851,4.50949461231821e-06,3.82391623090768e-05,"ENSMUSG00000000276","Dgke","diacylglycerol kinase, epsilon [Source:MGI Symbol;Acc:MGI:1889276]"
"ENSMUSG00000000278",132.267465985172,0.00179740166672582,0.287416729487363,0.00625364316799398,0.99501034719011,0.99733025096065,"ENSMUSG00000000278","Scpep1","serine carboxypeptidase 1 [Source:MGI Symbol;Acc:MGI:1921867]"
"ENSMUSG00000000282",162.752268030161,1.72170006028095,0.291650566164919,5.90329750742671,3.5630688754119e-09,6.96003209389812e-08,"ENSMUSG00000000282","Mnt","max binding protein [Source:MGI Symbol;Acc:MGI:109150]"
"ENSMUSG00000000295",85.2986600084668,-0.994872659056988,0.307181550318237,-3.23871227951779,0.00120070631953408,0.00483416043712773,"ENSMUSG00000000295","Hddc2","HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942]"
"ENSMUSG00000000296",22.1539682659997,-0.889114716192865,0.473472083565974,-1.87786090680672,0.0604001955578218,0.122643292685161,"ENSMUSG00000000296","Tpd52l1","tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]"
"ENSMUSG00000000301",5.22475322182372,0.513782739469367,1.00810618961878,0.509651408512489,0.610295701034119,0.716603912579069,"ENSMUSG00000000301","Pemt","phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]"
"ENSMUSG00000000305",275.037934664138,-0.535756272898953,0.283364571515317,-1.89069603879536,0.0586649315451424,0.119800708582559,"ENSMUSG00000000305","Cdh4","cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]"
"ENSMUSG00000000308",666.640115816745,-0.770759761056493,0.270810172479802,-2.84612558678526,0.00442547376463661,0.014362952863664,"ENSMUSG00000000308","Ckmt1","creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]"
"ENSMUSG00000000317",9.15362511301548,1.14919625950027,0.714198773592175,1.60907061450162,0.107600901851756,0.193867265234165,"ENSMUSG00000000317","Bcl6b","B cell CLL/lymphoma 6, member B [Source:MGI Symbol;Acc:MGI:1278332]"
"ENSMUSG00000000326",76.5875723057337,-0.625448750572215,0.341534602012034,-1.83128955862041,0.0670573352874901,0.132784478393081,"ENSMUSG00000000326","Comt","catechol-O-methyltransferase [Source:MGI Symbol;Acc:MGI:88470]"
"ENSMUSG00000000339",360.618956180979,-0.804826275189306,0.23115250892041,-3.48179770554177,0.000498059801004616,0.00229832082203898,"ENSMUSG00000000339","Rtca","RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]"
"ENSMUSG00000000340",69.5507478817922,-0.600271507399594,0.288582547525685,-2.08006864083202,0.0375192374344349,0.0838040749275894,"ENSMUSG00000000340","Dbt","dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]"
"ENSMUSG00000000346",86.0800069271996,-0.258784514235671,0.422699201580578,-0.612219075096454,0.540392822734794,0.655853116524903,"ENSMUSG00000000346","Dazap2","DAZ associated protein 2 [Source:MGI Symbol;Acc:MGI:1344344]"
"ENSMUSG00000000355",199.849114886689,-1.05361544134998,0.327854754341973,-3.21366528133672,0.00131052347938039,0.00521138452140249,"ENSMUSG00000000355","Mcts1","malignant T cell amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1916245]"
"ENSMUSG00000000365",17.3678571411089,0.408062221241247,0.526388893566884,0.775210545336853,0.438215257922103,0.563959649402831,"ENSMUSG00000000365","Rnf17","ring finger protein 17 [Source:MGI Symbol;Acc:MGI:1353419]"
"ENSMUSG00000000374",670.804097752705,0.433225278114005,0.212694191619331,2.03684583399141,0.0416654935844708,0.0907364037380135,"ENSMUSG00000000374","Trappc10","trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]"
"ENSMUSG00000000378",208.644391523153,-0.668079002444335,0.259143043403992,-2.57803178379298,0.00993648578989891,0.0280802937309883,"ENSMUSG00000000378","Ccm2","cerebral cavernous malformation 2 [Source:MGI Symbol;Acc:MGI:2384924]"
"ENSMUSG00000000384",135.006392265448,0.908589355798576,0.294156112515314,3.08879984858813,0.00200966780619983,0.00746872437365695,"ENSMUSG00000000384","Tbrg4","transforming growth factor beta regulated gene 4 [Source:MGI Symbol;Acc:MGI:1100868]"
"ENSMUSG00000000392",15.005946802964,0.936212677657633,0.550415619860673,1.70091953039889,0.0889580986869676,0.166624606480998,"ENSMUSG00000000392","Fap","fibroblast activation protein [Source:MGI Symbol;Acc:MGI:109608]"
"ENSMUSG00000000399",468.973369299052,-0.869057815632009,0.213213546064999,-4.07599719469547,4.58175710234143e-05,0.000291071288822589,"ENSMUSG00000000399","Ndufa9","NADH:ubiquinone oxidoreductase subunit A9 [Source:MGI Symbol;Acc:MGI:1913358]"
"ENSMUSG00000000409",19.7937692109697,0.537425872042556,0.539750313478458,0.995693487566647,0.319399095317325,0.448384524419929,"ENSMUSG00000000409","Lck","lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756]"
"ENSMUSG00000000416",1914.2450591494,1.56757213406655,0.194427557530195,8.06249975044355,7.47498986700101e-16,6.34252890215036e-14,"ENSMUSG00000000416","Cttnbp2","cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467]"
"ENSMUSG00000000420",441.73459968324,-0.341102844599995,0.228360434379448,-1.49370378247404,0.135253059473469,0.232429814609091,"ENSMUSG00000000420","Galnt1","polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]"
"ENSMUSG00000000439",209.176448909721,-0.954804906476231,0.220493277447723,-4.33031300331869,1.488975433547e-05,0.000108387831023239,"ENSMUSG00000000439","Mkrn2","makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]"
"ENSMUSG00000000440",47.1153965145989,0.180249887442426,0.329478233189669,0.547076769525658,0.584325991240326,0.695054617241199,"ENSMUSG00000000440","Pparg","peroxisome proliferator activated receptor gamma [Source:MGI Symbol;Acc:MGI:97747]"
"ENSMUSG00000000441",535.282116482085,0.903979358798687,0.221992546943443,4.07211580409045,4.65880052673344e-05,0.000295274864383442,"ENSMUSG00000000441","Raf1","v-raf-leukemia viral oncogene 1 [Source:MGI Symbol;Acc:MGI:97847]"
"ENSMUSG00000000489",51.6763661066089,0.0338478758813834,0.324643870708436,0.104261558388645,0.916961783564347,0.945086028975826,"ENSMUSG00000000489","Pdgfb","platelet derived growth factor, B polypeptide [Source:MGI Symbol;Acc:MGI:97528]"
"ENSMUSG00000000531",186.221148473628,0.824810703311887,0.314870569184163,2.61952301686687,0.00880528303717316,0.0253802978815983,"ENSMUSG00000000531","Tamalin","trafficking regulator and scaffold protein tamalin [Source:MGI Symbol;Acc:MGI:1860303]"
"ENSMUSG00000000532",301.941024626149,-0.223883915110716,0.266741272323891,-0.839329861330438,0.401284230724128,0.529738887233641,"ENSMUSG00000000532","Acvr1b","activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]"
"ENSMUSG00000000538",465.864236977574,-0.252893244161358,0.202553976127842,-1.24852273451174,0.211839688071518,0.328340633092696,"ENSMUSG00000000538","Tom1l2","target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306]"
"ENSMUSG00000000552",88.5491214438516,0.512083421393946,0.336140315360332,1.52342161292081,0.127653258187766,0.2219680274508,"ENSMUSG00000000552","Zfp385a","zinc finger protein 385A [Source:MGI Symbol;Acc:MGI:1352495]"
"ENSMUSG00000000555",66.8985962449131,-0.0175041921993697,0.397727510415167,-0.044010514085631,0.964896022960892,0.977423400068428,"ENSMUSG00000000555","Itga5","integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604]"
"ENSMUSG00000000560",823.080831552143,-0.0667373353375127,0.172916107197387,-0.385952103706167,0.69953214131471,0.786358230561274,"ENSMUSG00000000560","Gabra2","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2 [Source:MGI Symbol;Acc:MGI:95614]"
"ENSMUSG00000000561",361.782159274181,0.256780758590527,0.205551113805668,1.24923068445784,0.21158071203485,0.328089063002299,"ENSMUSG00000000561","Wdr77","WD repeat domain 77 [Source:MGI Symbol;Acc:MGI:1917715]"
"ENSMUSG00000000563",1719.72484492135,-2.70279349947437,0.276092495397563,-9.78944934951037,1.24974630101413e-22,3.08482832410323e-20,"ENSMUSG00000000563","Atp5pb","ATP synthase peripheral stalk-membrane subunit b [Source:MGI Symbol;Acc:MGI:1100495]"
"ENSMUSG00000000567",204.688013999857,-0.140218020034525,0.233177749469869,-0.601335334753473,0.547616659390817,0.66260639642511,"ENSMUSG00000000567","Sox9","SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]"
"ENSMUSG00000000568",1452.30210156453,-0.0524670936262087,0.310946942033861,-0.168733267749889,0.866006450069316,0.907770045235358,"ENSMUSG00000000568","Hnrnpd","heterogeneous nuclear ribonucleoprotein D [Source:MGI Symbol;Acc:MGI:101947]"
"ENSMUSG00000000579",294.362179361528,-0.896252656470054,0.318987771326213,-2.80967716330887,0.00495912168271147,0.0157488188722324,"ENSMUSG00000000579","Dynlt1c","dynein light chain Tctex-type 1C [Source:MGI Symbol;Acc:MGI:3807476]"
"ENSMUSG00000000581",141.856453449511,-1.15693945971474,0.286795307943382,-4.03402506132747,5.48294663930874e-05,0.000340203307016707,"ENSMUSG00000000581","C1d","C1D nuclear receptor co-repressor [Source:MGI Symbol;Acc:MGI:1927354]"
"ENSMUSG00000000594",143.795760188349,-1.74247894253683,0.27848373557485,-6.25702229589813,3.92397332932801e-10,9.685793076174e-09,"ENSMUSG00000000594","Gm2a","GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]"
"ENSMUSG00000000600",540.368531801668,0.558610348025087,0.189071326684766,2.9544953104203,0.00313180913212281,0.0107775515279339,"ENSMUSG00000000600","Krit1","KRIT1, ankyrin repeat containing [Source:MGI Symbol;Acc:MGI:1930618]"
"ENSMUSG00000000605",390.34174312776,-0.731569239757058,0.219115075755216,-3.33874443479339,0.000841579516071657,0.003570401096934,"ENSMUSG00000000605","Clcn4","chloride channel, voltage-sensitive 4 [Source:MGI Symbol;Acc:MGI:104571]"
"ENSMUSG00000000627",76.4325279412772,0.143176835016643,0.31150363474339,0.459631346307047,0.645780855394861,0.744490564949103,"ENSMUSG00000000627","Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [Source:MGI Symbol;Acc:MGI:1340055]"
"ENSMUSG00000000628",236.602850803561,0.587616989795127,0.227156464734984,2.58683806547474,0.00968611012026334,0.0274690921888831,"ENSMUSG00000000628","Hk2","hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197]"
"ENSMUSG00000000631",2836.3011573993,1.06014689262387,0.1827413610683,5.801351628478,6.57824891280886e-09,1.20358904636514e-07,"ENSMUSG00000000631","Myo18a","myosin XVIIIA [Source:MGI Symbol;Acc:MGI:2667185]"
"ENSMUSG00000000632",332.731887323732,0.217944947192209,0.275341086431357,0.791545315728038,0.428625843266857,0.555409415690642,"ENSMUSG00000000632","Sez6","seizure related gene 6 [Source:MGI Symbol;Acc:MGI:104745]"
"ENSMUSG00000000686",129.118351466007,-0.168473671295372,0.252605306526088,-0.666944307751399,0.504807707729916,0.624607211358364,"ENSMUSG00000000686","Abhd15","abhydrolase domain containing 15 [Source:MGI Symbol;Acc:MGI:1914727]"
"ENSMUSG00000000690",8.8595324273324,2.45357373667465,0.85926762814193,2.85542438271558,0.00429793561685331,0.0140126738555237,"ENSMUSG00000000690","Hoxb6","homeobox B6 [Source:MGI Symbol;Acc:MGI:96187]"
"ENSMUSG00000000693",14.0056925893607,0.149805755816576,0.601731886734733,0.248957648944765,0.803393541364744,0.863090188934696,"ENSMUSG00000000693","Loxl3","lysyl oxidase-like 3 [Source:MGI Symbol;Acc:MGI:1337004]"
"ENSMUSG00000000708",159.847799895639,-0.158878252168742,0.261883532882734,-0.606675228563852,0.544066464610629,0.659486278888741,"ENSMUSG00000000708","Kat2b","K(lysine) acetyltransferase 2B [Source:MGI Symbol;Acc:MGI:1343094]"
"ENSMUSG00000000711",210.000322833955,-0.548486598204955,0.240830420546923,-2.27748054817722,0.022757544916345,0.0556979321767262,"ENSMUSG00000000711","Rab5b","RAB5B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105938]"
"ENSMUSG00000000738",267.695109623536,-0.0510207485773241,0.271266282472663,-0.188083635431049,0.850811089195276,0.896438598906874,"ENSMUSG00000000738","Spg7","SPG7, paraplegin matrix AAA peptidase subunit [Source:MGI Symbol;Acc:MGI:2385906]"
"ENSMUSG00000000740",645.540513204136,0.637877627013443,0.33498796665888,1.90418071841666,0.0568866520058308,0.116907839483978,"ENSMUSG00000000740","Rpl13","ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:105922]"
"ENSMUSG00000000743",96.3507752406311,-0.452784501053552,0.32277213172928,-1.40279923990872,0.160676713737565,0.265241617911136,"ENSMUSG00000000743","Chmp1a","charged multivesicular body protein 1A [Source:MGI Symbol;Acc:MGI:1920159]"
"ENSMUSG00000000751",204.60541958458,-0.844716286758814,0.218756213145689,-3.8614504914484,0.000112715854609656,0.000635477758380684,"ENSMUSG00000000751","Rpa1","replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]"
"ENSMUSG00000000753",98.5110229070237,-1.10289609388554,0.256723341696273,-4.2960491500238,1.73869048792494e-05,0.000124525156712449,"ENSMUSG00000000753","Serpinf1","serine (or cysteine) peptidase inhibitor, clade F, member 1 [Source:MGI Symbol;Acc:MGI:108080]"
"ENSMUSG00000000759",358.418115159301,0.328031551764502,0.212902102374747,1.54076238846672,0.123374626434792,0.216204198848423,"ENSMUSG00000000759","Tubgcp3","tubulin, gamma complex associated protein 3 [Source:MGI Symbol;Acc:MGI:2183752]"
"ENSMUSG00000000766",8.14371473795557,-0.746588819535834,0.872624673697964,-0.855566937354612,0.392237364471204,0.521191588534899,"ENSMUSG00000000766","Oprm1","opioid receptor, mu 1 [Source:MGI Symbol;Acc:MGI:97441]"
"ENSMUSG00000000776",109.867389000033,0.00166389325069452,0.272401903028324,0.00610822917239869,0.995126368555758,0.99733025096065,"ENSMUSG00000000776","Polr3d","polymerase (RNA) III (DNA directed) polypeptide D [Source:MGI Symbol;Acc:MGI:1914315]"
"ENSMUSG00000000782",6.47012737409175,0.576496431318554,0.918564140339783,0.627606071259547,0.530262030500648,0.647086501220386,"ENSMUSG00000000782","Tcf7","transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]"
"ENSMUSG00000000787",1095.05878044955,-0.213726295111926,0.21344795200511,-1.00130403268901,0.316679843865207,0.445471511792979,"ENSMUSG00000000787","Ddx3x","DEAD box helicase 3, X-linked [Source:MGI Symbol;Acc:MGI:103064]"
"ENSMUSG00000000794",76.2508587517105,0.732137503913493,0.350627203708074,2.08807957902507,0.0367906568033842,0.0825570176467346,"ENSMUSG00000000794","Kcnn3","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 [Source:MGI Symbol;Acc:MGI:2153183]"
"ENSMUSG00000000804",1720.54126874773,-0.378532578725943,0.20979826976541,-1.8042693066497,0.0711890990091232,0.139279897412863,"ENSMUSG00000000804","Usp32","ubiquitin specific peptidase 32 [Source:MGI Symbol;Acc:MGI:2144475]"
"ENSMUSG00000000805",92.5727172079796,0.125330842990463,0.318975265902572,0.392917120504085,0.694380696133432,0.782363875279314,"ENSMUSG00000000805","Car4","carbonic anhydrase 4 [Source:MGI Symbol;Acc:MGI:1096574]"
"ENSMUSG00000000811",40.7354840333512,-0.861181745009045,0.398306945111039,-2.16210577189149,0.0306100242427014,0.0709225041760229,"ENSMUSG00000000811","Txnrd3","thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]"
"ENSMUSG00000000823",363.097987305297,0.836003744101568,0.258067197609365,3.23948084780237,0.00119747508258593,0.00482258134713339,"ENSMUSG00000000823","Zfp512b","zinc finger protein 512B [Source:MGI Symbol;Acc:MGI:2685478]"
"ENSMUSG00000000826",644.191250068017,-1.0770564798964,0.214839601933312,-5.01330513650236,5.35029484591504e-07,5.8909653550805e-06,"ENSMUSG00000000826","Dnajc5","DnaJ heat shock protein family (Hsp40) member C5 [Source:MGI Symbol;Acc:MGI:892995]"
"ENSMUSG00000000827",140.114994142135,0.256927102121528,0.25165773474098,1.02093862676612,0.307283517044667,0.435502769328572,"ENSMUSG00000000827","Tpd52l2","tumor protein D52-like 2 [Source:MGI Symbol;Acc:MGI:1913564]"
"ENSMUSG00000000838",1103.95668315249,-0.0113942902256813,0.269041459816416,-0.0423514287852004,0.966218547793236,0.978365339217229,"ENSMUSG00000000838","Fmr1","FMRP translational regulator 1 [Source:MGI Symbol;Acc:MGI:95564]"
"ENSMUSG00000000861",513.539587097483,-0.00386676168052852,0.194351840081647,-0.0198956782652744,0.98412659270868,0.990455440409226,"ENSMUSG00000000861","Bcl11a","B cell CLL/lymphoma 11A (zinc finger protein) [Source:MGI Symbol;Acc:MGI:106190]"
"ENSMUSG00000000876",49.8604566463658,-0.723668887107647,0.4640958563805,-1.55930908918594,0.118923241503189,0.209948234934628,"ENSMUSG00000000876","Pxmp4","peroxisomal membrane protein 4 [Source:MGI Symbol;Acc:MGI:1891701]"
"ENSMUSG00000000881",1104.93758296245,-0.714901783436819,0.215571080653127,-3.31631581226407,0.000912126900600365,0.00382192432177486,"ENSMUSG00000000881","Dlg3","discs large MAGUK scaffold protein 3 [Source:MGI Symbol;Acc:MGI:1888986]"
"ENSMUSG00000000884",13.2574944954167,-0.468837087986136,0.602783780331846,-0.777786502032338,0.436694886660211,0.562536273014425,"ENSMUSG00000000884","Gnb1l","guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]"
"ENSMUSG00000000902",332.061928940591,-0.511443921463685,0.21315986128055,-2.39934440936114,0.0164244582484091,0.0425693862505541,"ENSMUSG00000000902","Smarcb1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]"
"ENSMUSG00000000915",398.883140053991,0.0634015583230842,0.187350679477141,0.338411146946601,0.735053375108366,0.812893827017854,"ENSMUSG00000000915","Hip1r","huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]"
"ENSMUSG00000000916",28.4510482850148,1.26058140087669,0.563935099316891,2.23533063007368,0.0253956505986507,0.0609567454963369,"ENSMUSG00000000916","Nsun5","NOL1/NOP2/Sun domain family, member 5 [Source:MGI Symbol;Acc:MGI:2140844]"
"ENSMUSG00000000934",156.042873163034,-0.392030627999437,0.267042448080601,-1.46804611333218,0.142091697427617,0.24161283620708,"ENSMUSG00000000934","Top1mt","DNA topoisomerase 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1920210]"
"ENSMUSG00000000938",9.80560068653083,1.21843406695147,0.797459504134819,1.52789459606902,0.126538710139096,0.220468368692039,"ENSMUSG00000000938","Hoxa10","homeobox A10 [Source:MGI Symbol;Acc:MGI:96171]"
"ENSMUSG00000000957",73.0345340452869,-0.378662083317563,0.308818049417512,-1.22616564683246,0.220136346012303,0.337653489262573,"ENSMUSG00000000957","Mmp14","matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900]"
"ENSMUSG00000000959",171.720374533365,-0.161015321692066,0.338050101378922,-0.47630608905389,0.633856328017635,0.73513113327666,"ENSMUSG00000000959","Oxa1l","oxidase assembly 1-like [Source:MGI Symbol;Acc:MGI:1916339]"
"ENSMUSG00000000976",208.49452406831,0.950260124962238,0.245085116971268,3.87726572998572,0.000105636962758915,0.000602827829514513,"ENSMUSG00000000976","Heatr6","HEAT repeat containing 6 [Source:MGI Symbol;Acc:MGI:1919790]"
"ENSMUSG00000001016",540.679101024219,-0.0993441561514736,0.276775650660847,-0.358933872666447,0.71964455906485,0.801205062642644,"ENSMUSG00000001016","Ilf2","interleukin enhancer binding factor 2 [Source:MGI Symbol;Acc:MGI:1915031]"
"ENSMUSG00000001017",354.85533366569,0.455896983601553,0.242671835012278,1.87865634913292,0.060291431674743,0.122495731280501,"ENSMUSG00000001017","Chtop","chromatin target of PRMT1 [Source:MGI Symbol;Acc:MGI:1913761]"
